,park_name,park_type,capacity,que_status,cur_parking,cur_parking_time,available_parking,count,date,available_parking_less_than_zero
245185,천호유수지 주차장(구),NW,168,20분,117,2024-10-07 03:52:29,51,650,2024-10-07 03:40:00,6
245218,고분다리전통시장 주차장(구),NW,26,20분,10,2024-10-07 03:53:08,16,683,2024-10-07 03:40:00,28
245222,광나루3주차장[천호대교 하부],BP,191,20분,7,2024-10-07 03:52:49,184,687,2024-10-07 03:40:00,10
245234,무신사 E1,BS,70,20분,12,2024-10-07 03:51:57,58,699,2024-10-07 03:40:00,8
245244,메가박스 성수점,BS,230,2시간,0,2024-10-07 02:46:19,230,708,2024-10-07 03:40:00,1
245249,강동성심병원[본관/웰빙센터 주차장],BS,128,20분,89,2024-10-07 03:52:18,39,714,2024-10-07 03:40:00,43
245258,풍납2(구),NW,81,20분,80,2024-10-07 03:51:09,1,723,2024-10-07 03:40:00,83
245261,자양4동 공영주차장(구),NW,83,20분,22,2024-10-07 03:53:16,61,727,2024-10-07 03:40:00,106
245289,갤러리아백화점 명품관 WEST,BS,177,20분,237,2024-10-07 03:54:35,-60,755,2024-10-07 03:40:00,289
245301,"잠실1, 2, 3, 4주차장",BP,471,20분,305,2024-10-07 03:53:52,166,767,2024-10-07 03:40:00,94
245323,롯데월드 주차장,BS,3051,20분,1231,2024-10-07 03:50:00,1820,789,2024-10-07 03:40:00,1
245329,코엑스 주차장,BS,2123,20분,388,2024-10-07 03:50:02,1735,795,2024-10-07 03:40:00,16
245336,뉴코아 강남점,BS,610,20분,119,2024-10-07 03:46:32,491,802,2024-10-07 03:40:00,5
245343,오토웨이타워 주차장,BS,338,20분,45,2024-10-07 03:50:02,293,809,2024-10-07 03:40:00,5
245355,헬리오시티상가 주차장,BS,466,20분,130,2024-10-07 03:50:02,336,821,2024-10-07 03:40:00,28
245379,도곡로 327 공영주차장(구),NW,17,20분,4,2024-10-07 03:56:18,13,845,2024-10-07 03:40:00,72
245396,한화생명 서초사옥(드림플러스),BS,128,20분,12,2024-10-07 03:54:21,116,862,2024-10-07 03:40:00,16
245410,일원역 공영주차장(시),NW,67,20분,16,2024-10-07 03:56:51,51,876,2024-10-07 03:40:00,76
245412,논현로32길15 공영주차장(구),NW,16,20분,2,2024-10-07 03:57:08,14,879,2024-10-07 03:40:00,14
245419,밤고개로21길 공영주차장(구),NW,109,20분,16,2024-10-07 03:57:08,93,886,2024-10-07 03:40:00,19
245427,언남문화체육센터 공영주차장(구),NW,190,20분,34,2024-10-07 03:57:30,156,894,2024-10-07 03:40:00,6
196881,도봉산역 공영주차장(시),NW,358,20분,43,2024-10-07 03:58:51,315,0,2024-10-07 03:40:00,13
196882,도봉산 공영주차장(시),NW,142,20분,18,2024-10-07 03:58:51,124,1,2024-10-07 03:40:00,72
196901,2001아울렛 중계점,BS,263,20분,63,2024-10-07 03:58:25,200,20,2024-10-07 03:40:00,29
196925,석계역 공영주차장(시),NW,70,20분,23,2024-10-07 04:00:11,47,44,2024-10-07 04:00:00,41
196930,송중동 공영주차장(구),NW,53,20분,35,2024-10-07 04:00:01,18,49,2024-10-07 04:00:00,71
196932,신세계 이마트미아점,BS,83,20분,3,2024-10-07 04:00:31,80,51,2024-10-07 04:00:00,109
196947,녹색병원 주차장,BS,80,20분,17,2024-10-07 04:00:00,63,66,2024-10-07 04:00:00,105
196958,장안1동 공영주차장(시),NW,71,20분,57,2024-10-07 04:00:51,14,77,2024-10-07 04:00:00,12
196991,종묘주차장 공영주차장(시),NW,1317,20분,427,2024-10-07 04:01:31,890,108,2024-10-07 04:00:00,4
197023,신당역 공영주차장(구),NW,26,2시간,0,2024-10-07 03:29:55,26,141,2024-10-07 04:00:00,27
197029,동대문 공영주차장(시),NW,1092,20분,562,2024-10-07 04:02:11,530,148,2024-10-07 04:00:00,3
197045,을지트윈타워 주차장,BS,542,20분,137,2024-10-07 04:02:46,405,162,2024-10-07 04:00:00,7
197052,파인에비뉴,BS,602,20분,54,2024-10-07 04:02:49,548,171,2024-10-07 04:00:00,6
197073,왕십리 민자역사 비트플렉스몰 ,BS,1000,20분,227,2024-10-07 04:03:07,773,192,2024-10-07 04:00:00,28
197083,민속의 집 주차장(구),NW,26,20분,18,2024-10-07 04:03:32,8,202,2024-10-07 04:00:00,18
197098,동산 공영주차장(구),NW,83,2시간,0,2024-10-07 03:25:59,83,217,2024-10-07 04:00:00,8
197112,이마트 명일점,BS,202,20분,3,2024-10-07 04:04:00,199,230,2024-10-07 04:00:00,88
197115,어린이대공원(후문),BP,250,20분,47,2024-10-07 04:04:19,203,234,2024-10-07 04:00:00,34
197119,살곶이(평면) 공영주차장(구),NW,102,20분,24,2024-10-07 03:45:55,78,238,2024-10-07 04:00:00,89
197135,남산동 공영주차장(구),NW,48,2일,0,2024-10-07 01:44:06,48,254,2024-10-07 04:00:00,74
197147,서울글로벌센터 공영주차장(시),NW,44,20분,9,2024-10-07 04:04:51,35,265,2024-10-07 04:00:00,1
197151,신세계백화점 본점(신관),BS,498,20분,111,2024-10-07 04:03:16,387,269,2024-10-07 04:00:00,83
197154,지타워 주차장,BS,95,20분,68,2024-10-07 04:00:02,27,272,2024-10-07 04:00:00,61
197191,현대백화점 신촌점,BS,454,2일,0,2024-10-07 01:21:28,454,310,2024-10-07 04:00:00,94
197204,마포구청(마포구종합행정타운),BP,356,20분,225,2024-10-07 04:06:04,131,323,2024-10-07 04:00:00,80
197212,망원2주차장[서울함공원옆],BP,229,20분,42,2024-10-07 04:05:38,187,331,2024-10-07 04:00:00,82
197215,"난지공원1, 2, 3주차장",BP,544,20분,0,2024-10-07 04:06:00,544,334,2024-10-07 04:00:00,41
197227,NC 강서점,BS,934,20분,88,2024-10-07 04:05:35,846,346,2024-10-07 04:00:00,14
197229,가양라이품 공영주차장(시),NW,38,20분,9,2024-10-07 04:06:11,29,348,2024-10-07 04:00:00,8
197241,김포국제공항 국내선 제2주차장,BP,1391,20분,816,2024-10-07 04:06:00,575,360,2024-10-07 04:00:00,48
197244,김포국제공항 국내선 제1주차장,BP,2279,20분,1473,2024-10-07 04:07:00,806,363,2024-10-07 04:00:00,6
197257,망원1주차장[당산철교북단],BP,128,20분,77,2024-10-07 04:06:31,51,376,2024-10-07 04:00:00,193
197259,양화3주차장[양화선착장앞],BP,393,20분,24,2024-10-07 04:06:07,369,378,2024-10-07 04:00:00,36
197268,양화1주차장[당산철교 하부],BP,88,20분,10,2024-10-07 04:07:17,78,387,2024-10-07 04:00:00,41
197269,양화2주차장[전망카페],BP,20,20분,3,2024-10-07 04:06:59,17,388,2024-10-07 04:00:00,62
197270,볏골공원 지하공영주차장(구),NW,231,2시간,0,2024-10-07 03:35:40,231,389,2024-10-07 04:00:00,361
197278,목동체비지 공영주차장(시),NW,55,20분,52,2024-10-07 04:07:31,3,397,2024-10-07 04:00:00,288
197287,여의도한강2주차장(마포대교남단),BP,171,20분,4,2024-10-07 04:07:14,167,406,2024-10-07 04:00:00,212
197290,여의도한강3주차장(서강대교남단),BP,800,20분,0,2024-10-07 04:07:11,800,409,2024-10-07 04:00:00,36
197294,영등포구청별관 공영주차장(구),NW,61,20분,21,2024-10-07 04:07:49,40,413,2024-10-07 04:00:00,6
197304,여의도한강4주차장(여의2교-하부파천교),BP,141,20분,0,2024-10-07 04:08:18,141,423,2024-10-07 04:00:00,18
197308,코레일유통 본사 사옥 주차장,BS,356,20분,172,2024-10-07 04:07:49,184,427,2024-10-07 04:00:00,32
197309,당산근린공원 공영(구),NW,190,20분,107,2024-10-07 04:07:37,83,428,2024-10-07 04:00:00,35
197321,여의도한강공원1주차장(63빌딩앞),BP,462,20분,0,2024-10-07 04:08:45,462,440,2024-10-07 04:00:00,54
197323,여의도 사학연금(TP타워),BS,570,20분,560,2024-10-07 04:08:47,10,442,2024-10-07 04:00:00,214
197324,영남 공영주차장(시),NW,570,20분,381,2024-10-07 04:08:51,189,443,2024-10-07 04:00:00,19
197332,이촌1주차장[반포대교북단 하류],BP,35,20분,0,2024-10-07 04:08:53,35,451,2024-10-07 04:00:00,47
197333,동작대교 공영주차장(시),NW,88,20분,45,2024-10-07 04:08:51,43,452,2024-10-07 04:00:00,29
197334,이촌2주차장[동작대교 하부],BP,95,20분,7,2024-10-07 04:08:51,88,453,2024-10-07 04:00:00,85
197335,"이촌3, 4주차장",BP,257,20분,78,2024-10-07 04:08:31,179,454,2024-10-07 04:00:00,77
197336,여의도한강5주차장(성모병원앞),BP,217,20분,17,2024-10-07 04:08:26,200,455,2024-10-07 04:00:00,39
197338,신길환승(5호선)(구),NW,88,20분,70,2024-10-07 04:08:46,18,457,2024-10-07 04:00:00,73
197346,누리 공영주차장(구),NW,19,20분,7,2024-10-07 04:09:16,12,465,2024-10-07 04:00:00,40
197352,반포1주차장[반포대교남단 상류],BP,332,20분,42,2024-10-07 04:08:59,290,471,2024-10-07 04:00:00,111
197355,영등포본동제2공영(구),NW,61,20분,61,2024-10-07 04:08:35,0,474,2024-10-07 04:00:00,92
197359,"반포2, 3주차장",BP,315,20분,106,2024-10-07 04:08:45,209,478,2024-10-07 04:00:00,98
197364,도림동 공영주차장(구),NW,26,20분,21,2024-10-07 04:09:02,5,484,2024-10-07 04:00:00,62
197376,대림운동장(구),NW,192,20분,111,2024-10-07 04:09:40,81,497,2024-10-07 04:00:00,4
197377,구로5동마을공동주차장(구),NW,81,20분,80,2024-10-07 04:08:50,1,498,2024-10-07 04:00:00,63
197383,대림1동공영(구),NW,155,20분,120,2024-10-07 04:09:58,35,504,2024-10-07 04:00:00,20
197395,보라매상업 공영주차장(시),NW,64,20분,43,2024-10-07 04:10:11,21,516,2024-10-07 04:00:00,24
197408,구로디지털단지역(상) 공영주차장(시),NW,31,20분,3,2024-10-07 04:10:11,28,529,2024-10-07 04:00:00,25
197411,우림이비지센터,BS,511,20분,324,2024-10-07 04:10:51,187,532,2024-10-07 04:00:00,2
197434,디폴리스 주차장,BS,1044,20분,658,2024-10-07 04:11:11,386,555,2024-10-07 04:00:00,27
197435,백상스타타워2차,BS,101,20분,26,2024-10-07 04:11:13,75,556,2024-10-07 04:00:00,25
197437,사당노외 공영주차장(시),NW,183,20분,71,2024-10-07 04:10:51,112,558,2024-10-07 04:00:00,8
197440,stx V-TOWER 주차장,BS,533,20분,135,2024-10-07 04:11:18,398,561,2024-10-07 04:00:00,2
197445,에이스하이엔드3차 주차장,BS,300,20분,0,2024-10-07 04:11:20,300,566,2024-10-07 04:00:00,27
197449,세이브마트 신림본점 주차장,BS,77,20분,13,2024-10-07 04:02:16,64,570,2024-10-07 04:00:00,10
197471,구파발역 공영주차장(시),NW,399,20분,97,2024-10-07 04:11:31,302,592,2024-10-07 04:00:00,29
197479,강서1주차장[개화나들목 앞],BP,53,20분,11,2024-10-07 04:11:39,42,600,2024-10-07 04:00:00,46
197480,국립현대미술관 서울관,BP,384,20분,20,2024-10-07 04:11:59,364,601,2024-10-07 04:00:00,9
197481,SBS프리즘 타워주차장,BS,196,2시간,0,2024-10-07 03:38:41,196,602,2024-10-07 04:00:00,24
197486,트윈트리타워 주차장,BS,266,20분,53,2024-10-07 04:10:01,213,607,2024-10-07 04:00:00,7
197487,경복궁 주차장,BS,266,20분,0,2024-10-07 04:07:12,266,608,2024-10-07 04:00:00,79
197493,개화역 공영주차장(시),NW,483,20분,236,2024-10-07 04:12:11,247,614,2024-10-07 04:00:00,31
197500,어린이대공원(상상나라),BP,394,20분,35,2024-10-07 04:12:17,359,621,2024-10-07 04:00:00,11
197522,공유) 09-06(구),NW,18,20분,14,2024-10-07 04:09:22,4,643,2024-10-07 04:00:00,15
197527,천호1동 주차장(구),NW,188,20분,184,2024-10-07 04:12:56,4,648,2024-10-07 04:00:00,3
197528,"광나루1, 2주차장",BP,168,20분,78,2024-10-07 04:12:48,90,649,2024-10-07 04:00:00,249
197529,천호유수지 주차장(구),NW,168,20분,117,2024-10-07 04:13:07,51,650,2024-10-07 04:00:00,6
197530,어린이대공원(구의문),BP,335,20분,84,2024-10-07 04:13:04,251,651,2024-10-07 04:00:00,38
197562,고분다리전통시장 주차장(구),NW,26,20분,10,2024-10-07 04:13:40,16,683,2024-10-07 04:00:00,28
197566,광나루3주차장[천호대교 하부],BP,191,20분,8,2024-10-07 04:12:59,183,687,2024-10-07 04:00:00,10
197578,무신사 E1,BS,70,20분,12,2024-10-07 04:13:01,58,699,2024-10-07 04:00:00,8
197588,메가박스 성수점,BS,230,2시간,0,2024-10-07 02:46:19,230,708,2024-10-07 04:00:00,1
197593,강동성심병원[본관/웰빙센터 주차장],BS,128,20분,90,2024-10-07 04:13:50,38,714,2024-10-07 04:00:00,43
197602,풍납2(구),NW,81,20분,79,2024-10-07 04:11:09,2,723,2024-10-07 04:00:00,83
197605,자양4동 공영주차장(구),NW,83,20분,22,2024-10-07 04:14:32,61,727,2024-10-07 04:00:00,106
197633,갤러리아백화점 명품관 WEST,BS,177,20분,237,2024-10-07 04:15:03,-60,755,2024-10-07 04:00:00,289
197645,"잠실1, 2, 3, 4주차장",BP,471,20분,305,2024-10-07 04:15:01,166,767,2024-10-07 04:00:00,94
197667,롯데월드 주차장,BS,3051,20분,1232,2024-10-07 04:10:00,1819,789,2024-10-07 04:00:00,1
197673,코엑스 주차장,BS,2123,20분,385,2024-10-07 04:10:02,1738,795,2024-10-07 04:00:00,16
197680,뉴코아 강남점,BS,610,2시간,0,2024-10-07 03:46:32,610,802,2024-10-07 04:00:00,5
197687,오토웨이타워 주차장,BS,338,20분,45,2024-10-07 04:10:01,293,809,2024-10-07 04:00:00,5
197699,헬리오시티상가 주차장,BS,466,20분,131,2024-10-07 04:10:01,335,821,2024-10-07 04:00:00,28
197723,도곡로 327 공영주차장(구),NW,17,20분,4,2024-10-07 04:16:40,13,845,2024-10-07 04:00:00,72
197740,한화생명 서초사옥(드림플러스),BS,128,20분,12,2024-10-07 04:15:26,116,862,2024-10-07 04:00:00,16
197754,일원역 공영주차장(시),NW,67,20분,16,2024-10-07 04:17:31,51,876,2024-10-07 04:00:00,76
197756,논현로32길15 공영주차장(구),NW,16,20분,2,2024-10-07 04:17:30,14,879,2024-10-07 04:00:00,14
197763,밤고개로21길 공영주차장(구),NW,109,20분,15,2024-10-07 04:17:51,94,886,2024-10-07 04:00:00,19
197771,언남문화체육센터 공영주차장(구),NW,190,20분,48,2024-10-07 04:18:01,142,894,2024-10-07 04:00:00,6
285893,도봉산역 공영주차장(시),NW,358,20분,43,2024-10-07 04:18:51,315,0,2024-10-07 04:00:00,13
285894,도봉산 공영주차장(시),NW,142,20분,23,2024-10-07 04:18:51,119,1,2024-10-07 04:00:00,72
285913,2001아울렛 중계점,BS,263,20분,64,2024-10-07 04:18:45,199,20,2024-10-07 04:00:00,29
285937,석계역 공영주차장(시),NW,70,20분,23,2024-10-07 04:20:11,47,44,2024-10-07 04:20:00,41
285942,송중동 공영주차장(구),NW,53,20분,35,2024-10-07 04:19:31,18,49,2024-10-07 04:20:00,71
285944,신세계 이마트미아점,BS,83,20분,3,2024-10-07 04:20:06,80,51,2024-10-07 04:20:00,109
285959,녹색병원 주차장,BS,80,20분,17,2024-10-07 04:18:00,63,66,2024-10-07 04:20:00,105
285970,장안1동 공영주차장(시),NW,71,20분,57,2024-10-07 04:20:51,14,77,2024-10-07 04:20:00,12
286003,종묘주차장 공영주차장(시),NW,1317,20분,427,2024-10-07 04:21:31,890,108,2024-10-07 04:20:00,4
286035,신당역 공영주차장(구),NW,26,2시간,0,2024-10-07 03:29:55,26,141,2024-10-07 04:20:00,27
286041,동대문 공영주차장(시),NW,1092,20분,492,2024-10-07 04:22:11,600,148,2024-10-07 04:20:00,3
286057,을지트윈타워 주차장,BS,542,20분,139,2024-10-07 04:22:43,403,162,2024-10-07 04:20:00,7
286064,파인에비뉴,BS,602,20분,54,2024-10-07 04:20:54,548,171,2024-10-07 04:20:00,6
286085,왕십리 민자역사 비트플렉스몰 ,BS,1000,20분,229,2024-10-07 04:23:12,771,192,2024-10-07 04:20:00,28
286095,민속의 집 주차장(구),NW,26,20분,18,2024-10-07 04:23:37,8,202,2024-10-07 04:20:00,18
286110,동산 공영주차장(구),NW,83,20분,77,2024-10-07 04:07:33,6,217,2024-10-07 04:20:00,8
286124,이마트 명일점,BS,202,20분,3,2024-10-07 04:24:01,199,230,2024-10-07 04:20:00,88
286127,어린이대공원(후문),BP,250,20분,46,2024-10-07 04:24:13,204,234,2024-10-07 04:20:00,34
286131,살곶이(평면) 공영주차장(구),NW,102,20분,25,2024-10-07 04:14:08,77,238,2024-10-07 04:20:00,89
286147,남산동 공영주차장(구),NW,48,2일,0,2024-10-07 01:44:06,48,254,2024-10-07 04:20:00,74
286159,서울글로벌센터 공영주차장(시),NW,44,20분,9,2024-10-07 04:24:51,35,265,2024-10-07 04:20:00,1
286163,신세계백화점 본점(신관),BS,498,20분,109,2024-10-07 04:22:59,389,269,2024-10-07 04:20:00,83
286166,지타워 주차장,BS,95,20분,68,2024-10-07 04:20:02,27,272,2024-10-07 04:20:00,61
286203,현대백화점 신촌점,BS,454,20분,305,2024-10-07 04:23:57,149,310,2024-10-07 04:20:00,94
286216,마포구청(마포구종합행정타운),BP,356,20분,226,2024-10-07 04:25:58,130,323,2024-10-07 04:20:00,80
286224,망원2주차장[서울함공원옆],BP,229,20분,44,2024-10-07 04:25:45,185,331,2024-10-07 04:20:00,82
286227,"난지공원1, 2, 3주차장",BP,544,20분,0,2024-10-07 04:26:09,544,334,2024-10-07 04:20:00,41
286239,NC 강서점,BS,934,20분,89,2024-10-07 04:24:06,845,346,2024-10-07 04:20:00,14
286241,가양라이품 공영주차장(시),NW,38,20분,10,2024-10-07 04:26:11,28,348,2024-10-07 04:20:00,8
286253,김포국제공항 국내선 제2주차장,BP,1391,20분,841,2024-10-07 04:26:44,550,360,2024-10-07 04:20:00,48
286256,김포국제공항 국내선 제1주차장,BP,2279,20분,1475,2024-10-07 04:26:00,804,363,2024-10-07 04:20:00,6
286269,망원1주차장[당산철교북단],BP,128,20분,78,2024-10-07 04:26:40,50,376,2024-10-07 04:20:00,193
286271,양화3주차장[양화선착장앞],BP,393,20분,23,2024-10-07 04:26:18,370,378,2024-10-07 04:20:00,36
286280,양화1주차장[당산철교 하부],BP,88,20분,10,2024-10-07 04:26:26,78,387,2024-10-07 04:20:00,41
286281,양화2주차장[전망카페],BP,20,20분,3,2024-10-07 04:27:08,17,388,2024-10-07 04:20:00,62
286282,볏골공원 지하공영주차장(구),NW,231,20분,256,2024-10-07 04:24:04,-25,389,2024-10-07 04:20:00,361
286290,목동체비지 공영주차장(시),NW,55,20분,51,2024-10-07 04:27:31,4,397,2024-10-07 04:20:00,288
286299,여의도한강2주차장(마포대교남단),BP,171,20분,2,2024-10-07 04:27:23,169,406,2024-10-07 04:20:00,212
286302,여의도한강3주차장(서강대교남단),BP,800,20분,0,2024-10-07 04:27:20,800,409,2024-10-07 04:20:00,36
286306,영등포구청별관 공영주차장(구),NW,61,20분,21,2024-10-07 04:27:14,40,413,2024-10-07 04:20:00,6
286316,여의도한강4주차장(여의2교-하부파천교),BP,141,20분,2,2024-10-07 04:27:26,139,423,2024-10-07 04:20:00,18
286320,코레일유통 본사 사옥 주차장,BS,356,20분,172,2024-10-07 04:27:59,184,427,2024-10-07 04:20:00,32
286321,당산근린공원 공영(구),NW,190,20분,107,2024-10-07 04:28:12,83,428,2024-10-07 04:20:00,35
286333,여의도한강공원1주차장(63빌딩앞),BP,462,20분,0,2024-10-07 04:27:54,462,440,2024-10-07 04:20:00,54
286335,여의도 사학연금(TP타워),BS,570,20분,560,2024-10-07 04:28:30,10,442,2024-10-07 04:20:00,214
286336,영남 공영주차장(시),NW,570,20분,382,2024-10-07 04:28:11,188,443,2024-10-07 04:20:00,19
286344,이촌1주차장[반포대교북단 하류],BP,35,20분,0,2024-10-07 04:27:54,35,451,2024-10-07 04:20:00,47
286345,동작대교 공영주차장(시),NW,88,20분,45,2024-10-07 04:28:11,43,452,2024-10-07 04:20:00,29
286346,이촌2주차장[동작대교 하부],BP,95,20분,7,2024-10-07 04:27:59,88,453,2024-10-07 04:20:00,85
286347,"이촌3, 4주차장",BP,257,20분,78,2024-10-07 04:28:40,179,454,2024-10-07 04:20:00,77
286348,여의도한강5주차장(성모병원앞),BP,217,20분,17,2024-10-07 04:28:34,200,455,2024-10-07 04:20:00,39
286350,신길환승(5호선)(구),NW,88,20분,70,2024-10-07 04:28:53,18,457,2024-10-07 04:20:00,73
286358,누리 공영주차장(구),NW,19,20분,6,2024-10-07 04:24:16,13,465,2024-10-07 04:20:00,40
286364,반포1주차장[반포대교남단 상류],BP,332,20분,42,2024-10-07 04:29:08,290,471,2024-10-07 04:20:00,111
286367,영등포본동제2공영(구),NW,61,20분,60,2024-10-07 04:28:35,1,474,2024-10-07 04:20:00,92
286371,"반포2, 3주차장",BP,315,20분,111,2024-10-07 04:28:56,204,478,2024-10-07 04:20:00,98
286376,도림동 공영주차장(구),NW,26,20분,21,2024-10-07 04:28:32,5,484,2024-10-07 04:20:00,62
286388,대림운동장(구),NW,192,20분,111,2024-10-07 04:29:40,81,497,2024-10-07 04:20:00,4
286389,구로5동마을공동주차장(구),NW,81,20분,79,2024-10-07 04:28:50,2,498,2024-10-07 04:20:00,63
286395,대림1동공영(구),NW,155,20분,120,2024-10-07 04:29:28,35,504,2024-10-07 04:20:00,20
286407,보라매상업 공영주차장(시),NW,64,20분,44,2024-10-07 04:29:31,20,516,2024-10-07 04:20:00,24
286420,구로디지털단지역(상) 공영주차장(시),NW,31,20분,3,2024-10-07 04:30:11,28,529,2024-10-07 04:20:00,25
286423,우림이비지센터,BS,511,20분,324,2024-10-07 04:30:28,187,532,2024-10-07 04:20:00,2
286446,디폴리스 주차장,BS,1044,20분,658,2024-10-07 04:30:49,386,555,2024-10-07 04:20:00,27
286447,백상스타타워2차,BS,101,20분,25,2024-10-07 04:30:52,76,556,2024-10-07 04:20:00,25
286449,사당노외 공영주차장(시),NW,183,20분,71,2024-10-07 04:30:51,112,558,2024-10-07 04:20:00,8
286452,stx V-TOWER 주차장,BS,533,20분,135,2024-10-07 04:30:56,398,561,2024-10-07 04:20:00,2
286457,에이스하이엔드3차 주차장,BS,300,20분,0,2024-10-07 04:31:07,300,566,2024-10-07 04:20:00,27
286461,세이브마트 신림본점 주차장,BS,77,20분,13,2024-10-07 04:23:18,64,570,2024-10-07 04:20:00,10
286483,구파발역 공영주차장(시),NW,399,20분,97,2024-10-07 04:31:31,302,592,2024-10-07 04:20:00,29
286491,강서1주차장[개화나들목 앞],BP,53,20분,9,2024-10-07 04:30:47,44,600,2024-10-07 04:20:00,46
286492,국립현대미술관 서울관,BP,384,20분,20,2024-10-07 04:31:42,364,601,2024-10-07 04:20:00,9
286493,SBS프리즘 타워주차장,BS,196,20분,7,2024-10-07 04:16:55,189,602,2024-10-07 04:20:00,24
286498,트윈트리타워 주차장,BS,266,20분,54,2024-10-07 04:30:02,212,607,2024-10-07 04:20:00,7
286499,경복궁 주차장,BS,266,20분,0,2024-10-07 04:28:27,266,608,2024-10-07 04:20:00,79
286505,개화역 공영주차장(시),NW,483,20분,236,2024-10-07 04:31:31,247,614,2024-10-07 04:20:00,31
286512,어린이대공원(상상나라),BP,394,20분,36,2024-10-07 04:32:10,358,621,2024-10-07 04:20:00,11
286534,공유) 09-06(구),NW,18,20분,14,2024-10-07 04:29:23,4,643,2024-10-07 04:20:00,15
286539,천호1동 주차장(구),NW,188,20분,185,2024-10-07 04:32:39,3,648,2024-10-07 04:20:00,3
286540,"광나루1, 2주차장",BP,168,20분,77,2024-10-07 04:31:58,91,649,2024-10-07 04:20:00,249
286541,천호유수지 주차장(구),NW,168,20분,118,2024-10-07 04:32:39,50,650,2024-10-07 04:20:00,6
286542,어린이대공원(구의문),BP,335,20분,84,2024-10-07 04:32:46,251,651,2024-10-07 04:20:00,38
286574,고분다리전통시장 주차장(구),NW,26,20분,10,2024-10-07 04:33:28,16,683,2024-10-07 04:20:00,28
286578,광나루3주차장[천호대교 하부],BP,191,20분,4,2024-10-07 04:33:28,187,687,2024-10-07 04:20:00,10
286590,무신사 E1,BS,70,20분,12,2024-10-07 04:31:05,58,699,2024-10-07 04:20:00,8
286600,메가박스 성수점,BS,230,2시간,0,2024-10-07 02:46:19,230,708,2024-10-07 04:20:00,1
286605,강동성심병원[본관/웰빙센터 주차장],BS,128,20분,91,2024-10-07 04:32:39,37,714,2024-10-07 04:20:00,43
286614,풍납2(구),NW,81,20분,80,2024-10-07 04:31:09,1,723,2024-10-07 04:20:00,83
286617,자양4동 공영주차장(구),NW,83,20분,22,2024-10-07 04:33:53,61,727,2024-10-07 04:20:00,106
286645,갤러리아백화점 명품관 WEST,BS,177,20분,238,2024-10-07 04:34:46,-61,755,2024-10-07 04:20:00,289
286657,"잠실1, 2, 3, 4주차장",BP,471,20분,307,2024-10-07 04:34:08,164,767,2024-10-07 04:20:00,94
286679,롯데월드 주차장,BS,3051,20분,1232,2024-10-07 04:30:00,1819,789,2024-10-07 04:20:00,1
286685,코엑스 주차장,BS,2123,20분,393,2024-10-07 04:30:02,1730,795,2024-10-07 04:20:00,16
286692,뉴코아 강남점,BS,610,20분,119,2024-10-07 04:28:40,491,802,2024-10-07 04:20:00,5
286699,오토웨이타워 주차장,BS,338,20분,45,2024-10-07 04:30:02,293,809,2024-10-07 04:20:00,5
286711,헬리오시티상가 주차장,BS,466,20분,131,2024-10-07 04:30:02,335,821,2024-10-07 04:20:00,28
286735,도곡로 327 공영주차장(구),NW,17,20분,4,2024-10-07 04:36:50,13,845,2024-10-07 04:20:00,72
286752,한화생명 서초사옥(드림플러스),BS,128,20분,12,2024-10-07 04:36:31,116,862,2024-10-07 04:20:00,16
286766,일원역 공영주차장(시),NW,67,20분,16,2024-10-07 04:36:51,51,876,2024-10-07 04:20:00,76
286768,논현로32길15 공영주차장(구),NW,16,20분,2,2024-10-07 04:37:19,14,879,2024-10-07 04:20:00,14
286775,밤고개로21길 공영주차장(구),NW,109,20분,15,2024-10-07 04:37:20,94,886,2024-10-07 04:20:00,19
286783,언남문화체육센터 공영주차장(구),NW,190,20분,35,2024-10-07 04:37:51,155,894,2024-10-07 04:20:00,6
286791,도봉산역 공영주차장(시),NW,358,20분,43,2024-10-07 04:38:51,315,0,2024-10-07 04:20:00,13
286792,도봉산 공영주차장(시),NW,142,20분,27,2024-10-07 04:38:51,115,1,2024-10-07 04:20:00,72
286811,2001아울렛 중계점,BS,263,20분,64,2024-10-07 04:36:50,199,20,2024-10-07 04:20:00,29
286835,석계역 공영주차장(시),NW,70,20분,23,2024-10-07 04:40:11,47,44,2024-10-07 04:40:00,41
286840,송중동 공영주차장(구),NW,53,20분,35,2024-10-07 04:40:06,18,49,2024-10-07 04:40:00,71
286842,신세계 이마트미아점,BS,83,20분,3,2024-10-07 04:40:05,80,51,2024-10-07 04:40:00,109
286857,녹색병원 주차장,BS,80,20분,17,2024-10-07 04:39:00,63,66,2024-10-07 04:40:00,105
286868,장안1동 공영주차장(시),NW,71,20분,57,2024-10-07 04:40:51,14,77,2024-10-07 04:40:00,12
286901,종묘주차장 공영주차장(시),NW,1317,20분,428,2024-10-07 04:41:31,889,108,2024-10-07 04:40:00,4
286933,신당역 공영주차장(구),NW,26,2시간,0,2024-10-07 03:29:55,26,141,2024-10-07 04:40:00,27
286939,동대문 공영주차장(시),NW,1092,20분,435,2024-10-07 04:42:11,657,148,2024-10-07 04:40:00,3
286955,을지트윈타워 주차장,BS,542,20분,142,2024-10-07 04:42:40,400,162,2024-10-07 04:40:00,7
286962,파인에비뉴,BS,602,20분,55,2024-10-07 04:40:19,547,171,2024-10-07 04:40:00,6
