,park_name,park_type,capacity,que_status,cur_parking,cur_parking_time,available_parking,count,date,available_parking_less_than_zero
20892,동산 공영주차장(구),NW,83,20분,67,2024-10-02 18:49:52,16,217,2024-10-02 18:40:00,8
20906,이마트 명일점,BS,202,20분,156,2024-10-02 18:51:12,46,230,2024-10-02 18:40:00,88
20909,어린이대공원(후문),BP,250,20분,116,2024-10-02 18:51:17,134,234,2024-10-02 18:40:00,34
20913,살곶이(평면) 공영주차장(구),NW,102,20분,86,2024-10-02 18:49:17,16,238,2024-10-02 18:40:00,89
20929,남산동 공영주차장(구),NW,48,20분,36,2024-10-02 18:50:48,12,254,2024-10-02 18:40:00,74
20941,서울글로벌센터 공영주차장(시),NW,44,20분,16,2024-10-02 18:51:31,28,265,2024-10-02 18:40:00,1
20945,신세계백화점 본점(신관),BS,498,20분,284,2024-10-02 18:52:00,214,269,2024-10-02 18:40:00,83
20948,지타워 주차장,BS,95,20분,81,2024-10-02 18:50:03,14,272,2024-10-02 18:40:00,61
20985,현대백화점 신촌점,BS,454,20분,240,2024-10-02 18:52:20,214,310,2024-10-02 18:40:00,94
20998,마포구청(마포구종합행정타운),BP,356,20분,326,2024-10-02 18:52:58,30,323,2024-10-02 18:40:00,80
21006,망원2주차장[서울함공원옆],BP,229,20분,141,2024-10-02 18:52:17,88,331,2024-10-02 18:40:00,82
21009,"난지공원1, 2, 3주차장",BP,544,20분,70,2024-10-02 18:52:28,474,334,2024-10-02 18:40:00,41
21021,NC 강서점,BS,934,20분,435,2024-10-02 18:53:20,499,346,2024-10-02 18:40:00,14
21023,가양라이품 공영주차장(시),NW,38,20분,16,2024-10-02 18:53:31,22,348,2024-10-02 18:40:00,8
21035,김포국제공항 국내선 제2주차장,BP,1391,20분,1190,2024-10-02 18:53:31,201,360,2024-10-02 18:40:00,48
21038,김포국제공항 국내선 제1주차장,BP,2279,20분,2102,2024-10-02 18:53:51,177,363,2024-10-02 18:40:00,6
21051,망원1주차장[당산철교북단],BP,128,20분,90,2024-10-02 18:53:30,38,376,2024-10-02 18:40:00,193
21053,양화3주차장[양화선착장앞],BP,393,20분,104,2024-10-02 18:54:07,289,378,2024-10-02 18:40:00,36
21062,양화1주차장[당산철교 하부],BP,88,20분,44,2024-10-02 18:53:32,44,387,2024-10-02 18:40:00,41
21063,양화2주차장[전망카페],BP,20,20분,8,2024-10-02 18:53:40,12,388,2024-10-02 18:40:00,62
21064,볏골공원 지하공영주차장(구),NW,231,20분,298,2024-10-02 18:52:47,-67,389,2024-10-02 18:40:00,361
21072,목동체비지 공영주차장(시),NW,55,20분,79,2024-10-02 18:54:11,-24,397,2024-10-02 18:40:00,288
21081,여의도한강2주차장(마포대교남단),BP,171,20분,233,2024-10-02 18:54:06,-62,406,2024-10-02 18:40:00,212
21084,여의도한강3주차장(서강대교남단),BP,800,20분,293,2024-10-02 18:54:18,507,409,2024-10-02 18:40:00,36
21088,영등포구청별관 공영주차장(구),NW,61,20분,23,2024-10-02 18:54:41,38,413,2024-10-02 18:40:00,6
21098,여의도한강4주차장(여의2교-하부파천교),BP,141,20분,23,2024-10-02 18:54:18,118,423,2024-10-02 18:40:00,18
21102,코레일유통 본사 사옥 주차장,BS,356,20분,218,2024-10-02 18:54:28,138,427,2024-10-02 18:40:00,32
21103,당산근린공원 공영(구),NW,190,20분,159,2024-10-02 18:55:11,31,428,2024-10-02 18:40:00,35
21115,여의도한강공원1주차장(63빌딩앞),BP,462,20분,163,2024-10-02 18:54:34,299,440,2024-10-02 18:40:00,54
21117,여의도 사학연금(TP타워),BS,570,20분,647,2024-10-02 18:55:29,-77,442,2024-10-02 18:40:00,214
21118,영남 공영주차장(시),NW,570,20분,332,2024-10-02 18:55:31,238,443,2024-10-02 18:40:00,19
21126,이촌1주차장[반포대교북단 하류],BP,35,20분,0,2024-10-02 18:55:02,35,451,2024-10-02 18:40:00,47
21127,동작대교 공영주차장(시),NW,88,20분,44,2024-10-02 18:55:31,44,452,2024-10-02 18:40:00,29
21128,이촌2주차장[동작대교 하부],BP,95,20분,53,2024-10-02 18:55:27,42,453,2024-10-02 18:40:00,85
21129,"이촌3, 4주차장",BP,257,20분,118,2024-10-02 18:55:35,139,454,2024-10-02 18:40:00,77
21130,여의도한강5주차장(성모병원앞),BP,217,20분,60,2024-10-02 18:55:25,157,455,2024-10-02 18:40:00,39
21132,신길환승(5호선)(구),NW,88,20분,51,2024-10-02 18:55:10,37,457,2024-10-02 18:40:00,73
21140,누리 공영주차장(구),NW,19,20분,13,2024-10-02 18:54:19,6,465,2024-10-02 18:40:00,40
21146,반포1주차장[반포대교남단 상류],BP,332,20분,261,2024-10-02 18:55:39,71,471,2024-10-02 18:40:00,111
21149,영등포본동제2공영(구),NW,61,20분,63,2024-10-02 18:55:52,-2,474,2024-10-02 18:40:00,92
21153,"반포2, 3주차장",BP,315,20분,35,2024-10-02 18:56:06,280,478,2024-10-02 18:40:00,98
21159,도림동 공영주차장(구),NW,26,20분,27,2024-10-02 18:56:06,-1,484,2024-10-02 18:40:00,62
21171,대림운동장(구),NW,192,20분,133,2024-10-02 18:56:22,59,497,2024-10-02 18:40:00,4
21172,구로5동마을공동주차장(구),NW,81,20분,69,2024-10-02 18:56:40,12,498,2024-10-02 18:40:00,63
21178,대림1동공영(구),NW,155,20분,130,2024-10-02 18:55:54,25,504,2024-10-02 18:40:00,20
21190,보라매상업 공영주차장(시),NW,64,20분,49,2024-10-02 18:56:51,15,516,2024-10-02 18:40:00,24
21203,구로디지털단지역(상) 공영주차장(시),NW,31,20분,25,2024-10-02 18:56:51,6,529,2024-10-02 18:40:00,25
21206,우림이비지센터,BS,511,20분,236,2024-10-02 18:57:24,275,532,2024-10-02 18:40:00,2
21228,디폴리스 주차장,BS,1044,20분,726,2024-10-02 18:58:02,318,555,2024-10-02 18:40:00,27
21229,백상스타타워2차,BS,101,20분,67,2024-10-02 18:58:03,34,556,2024-10-02 18:40:00,25
21231,사당노외 공영주차장(시),NW,183,20분,157,2024-10-02 18:57:31,26,558,2024-10-02 18:40:00,8
21234,stx V-TOWER 주차장,BS,533,20분,215,2024-10-02 18:58:05,318,561,2024-10-02 18:40:00,2
21239,에이스하이엔드3차 주차장,BS,300,20분,66,2024-10-02 18:58:18,234,566,2024-10-02 18:40:00,27
21243,세이브마트 신림본점 주차장,BS,77,20분,45,2024-10-02 18:58:04,32,570,2024-10-02 18:40:00,10
21265,구파발역 공영주차장(시),NW,399,20분,282,2024-10-02 18:58:11,117,592,2024-10-02 18:40:00,29
21273,강서1주차장[개화나들목 앞],BP,53,20분,18,2024-10-02 18:59:02,35,600,2024-10-02 18:40:00,46
21274,국립현대미술관 서울관,BP,384,20분,130,2024-10-02 18:59:03,254,601,2024-10-02 18:40:00,9
21275,SBS프리즘 타워주차장,BS,196,20분,82,2024-10-02 18:55:32,114,602,2024-10-02 18:40:00,24
21280,트윈트리타워 주차장,BS,266,20분,139,2024-10-02 18:50:03,127,607,2024-10-02 18:40:00,7
21281,경복궁 주차장,BS,266,20분,112,2024-10-02 18:58:53,154,608,2024-10-02 18:40:00,79
21287,개화역 공영주차장(시),NW,483,20분,413,2024-10-02 18:58:51,70,614,2024-10-02 18:40:00,31
21294,어린이대공원(상상나라),BP,394,20분,74,2024-10-02 18:59:23,320,621,2024-10-02 18:40:00,11
21316,공유) 09-06(구),NW,18,20분,14,2024-10-02 18:59:17,4,643,2024-10-02 18:40:00,15
21321,천호1동 주차장(구),NW,188,20분,145,2024-10-02 18:59:59,43,648,2024-10-02 19:00:00,3
21322,"광나루1, 2주차장",BP,168,20분,311,2024-10-02 18:59:43,-143,649,2024-10-02 19:00:00,249
21323,천호유수지 주차장(구),NW,168,20분,101,2024-10-02 18:59:59,67,650,2024-10-02 19:00:00,6
21324,어린이대공원(구의문),BP,335,20분,123,2024-10-02 18:59:55,212,651,2024-10-02 19:00:00,38
21356,고분다리전통시장 주차장(구),NW,26,20분,26,2024-10-02 19:00:36,0,683,2024-10-02 19:00:00,28
21360,광나루3주차장[천호대교 하부],BP,191,20분,0,2024-10-02 18:59:33,191,687,2024-10-02 19:00:00,10
21372,무신사 E1,BS,70,20분,66,2024-10-02 19:00:58,4,699,2024-10-02 19:00:00,8
21382,메가박스 성수점,BS,230,20분,180,2024-10-02 19:00:50,50,708,2024-10-02 19:00:00,1
21387,강동성심병원[본관/웰빙센터 주차장],BS,128,20분,90,2024-10-02 19:00:53,38,714,2024-10-02 19:00:00,43
21396,풍납2(구),NW,81,20분,74,2024-10-02 19:01:04,7,723,2024-10-02 19:00:00,83
21399,자양4동 공영주차장(구),NW,83,20분,83,2024-10-02 19:00:43,0,727,2024-10-02 19:00:00,106
21427,갤러리아백화점 명품관 WEST,BS,177,20분,213,2024-10-02 19:02:10,-36,755,2024-10-02 19:00:00,289
21439,"잠실1, 2, 3, 4주차장",BP,471,20분,687,2024-10-02 19:01:22,-216,767,2024-10-02 19:00:00,94
21461,롯데월드 주차장,BS,3051,20분,1858,2024-10-02 19:00:00,1193,789,2024-10-02 19:00:00,1
21467,코엑스 주차장,BS,2123,20분,1229,2024-10-02 19:00:02,894,795,2024-10-02 19:00:00,16
21474,뉴코아 강남점,BS,610,20분,361,2024-10-02 19:03:11,249,802,2024-10-02 19:00:00,5
21481,오토웨이타워 주차장,BS,338,20분,167,2024-10-02 19:00:01,171,809,2024-10-02 19:00:00,5
21493,헬리오시티상가 주차장,BS,466,20분,369,2024-10-02 19:00:02,97,821,2024-10-02 19:00:00,28
21517,도곡로 327 공영주차장(구),NW,17,20분,17,2024-10-02 19:04:10,0,845,2024-10-02 19:00:00,72
21534,한화생명 서초사옥(드림플러스),BS,128,20분,87,2024-10-02 19:04:05,41,862,2024-10-02 19:00:00,16
21548,일원역 공영주차장(시),NW,67,20분,21,2024-10-02 19:04:51,46,876,2024-10-02 19:00:00,76
21551,논현로32길15 공영주차장(구),NW,16,20분,12,2024-10-02 19:04:55,4,879,2024-10-02 19:00:00,14
21558,밤고개로21길 공영주차장(구),NW,109,20분,31,2024-10-02 19:05:06,78,886,2024-10-02 19:00:00,19
21566,언남문화체육센터 공영주차장(구),NW,190,20분,110,2024-10-02 19:05:11,80,894,2024-10-02 19:00:00,6
289488,도봉산역 공영주차장(시),NW,358,20분,210,2024-10-02 19:06:11,148,0,2024-10-02 19:00:00,13
289489,도봉산 공영주차장(시),NW,142,20분,68,2024-10-02 19:06:11,74,1,2024-10-02 19:00:00,72
289508,2001아울렛 중계점,BS,263,20분,162,2024-10-02 19:06:10,101,20,2024-10-02 19:00:00,29
289532,석계역 공영주차장(시),NW,70,20분,69,2024-10-02 19:06:51,1,44,2024-10-02 19:00:00,41
289537,송중동 공영주차장(구),NW,53,20분,53,2024-10-02 19:06:37,0,49,2024-10-02 19:00:00,71
289539,신세계 이마트미아점,BS,83,20분,68,2024-10-02 19:07:37,15,51,2024-10-02 19:00:00,109
289554,녹색병원 주차장,BS,80,20분,82,2024-10-02 19:06:01,-2,66,2024-10-02 19:00:00,105
289565,장안1동 공영주차장(시),NW,71,20분,56,2024-10-02 19:07:31,15,77,2024-10-02 19:00:00,12
289598,종묘주차장 공영주차장(시),NW,1317,20분,800,2024-10-02 19:08:11,517,108,2024-10-02 19:00:00,4
289630,신당역 공영주차장(구),NW,26,20분,24,2024-10-02 19:01:29,2,141,2024-10-02 19:00:00,27
289636,동대문 공영주차장(시),NW,1092,20분,189,2024-10-02 19:09:31,903,148,2024-10-02 19:00:00,3
289652,을지트윈타워 주차장,BS,542,20분,211,2024-10-02 19:09:52,331,162,2024-10-02 19:00:00,7
289659,파인에비뉴,BS,602,20분,413,2024-10-02 19:10:05,189,171,2024-10-02 19:00:00,6
289680,왕십리 민자역사 비트플렉스몰 ,BS,1000,20분,733,2024-10-02 19:10:33,267,192,2024-10-02 19:00:00,28
289690,민속의 집 주차장(구),NW,26,20분,25,2024-10-02 19:10:39,1,202,2024-10-02 19:00:00,18
289705,동산 공영주차장(구),NW,83,20분,69,2024-10-02 19:08:03,14,217,2024-10-02 19:00:00,8
289719,이마트 명일점,BS,202,20분,165,2024-10-02 19:11:26,37,230,2024-10-02 19:00:00,88
289722,어린이대공원(후문),BP,250,20분,108,2024-10-02 19:11:22,142,234,2024-10-02 19:00:00,34
289726,살곶이(평면) 공영주차장(구),NW,102,20분,90,2024-10-02 19:11:26,12,238,2024-10-02 19:00:00,89
289742,남산동 공영주차장(구),NW,48,20분,37,2024-10-02 19:06:35,11,254,2024-10-02 19:00:00,74
289754,서울글로벌센터 공영주차장(시),NW,44,20분,14,2024-10-02 19:11:31,30,265,2024-10-02 19:00:00,1
289758,신세계백화점 본점(신관),BS,498,20분,268,2024-10-02 19:12:11,230,269,2024-10-02 19:00:00,83
289761,지타워 주차장,BS,95,20분,81,2024-10-02 19:10:02,14,272,2024-10-02 19:00:00,61
289798,현대백화점 신촌점,BS,454,20분,232,2024-10-02 19:13:00,222,310,2024-10-02 19:00:00,94
289811,마포구청(마포구종합행정타운),BP,356,20분,317,2024-10-02 19:13:17,39,323,2024-10-02 19:00:00,80
289819,망원2주차장[서울함공원옆],BP,229,20분,117,2024-10-02 19:12:58,112,331,2024-10-02 19:00:00,82
289822,"난지공원1, 2, 3주차장",BP,544,20분,91,2024-10-02 19:13:00,453,334,2024-10-02 19:00:00,41
289834,NC 강서점,BS,934,20분,434,2024-10-02 19:13:41,500,346,2024-10-02 19:00:00,14
289836,가양라이품 공영주차장(시),NW,38,20분,16,2024-10-02 19:13:31,22,348,2024-10-02 19:00:00,8
289848,김포국제공항 국내선 제2주차장,BP,1391,20분,1174,2024-10-02 19:14:00,217,360,2024-10-02 19:00:00,48
289851,김포국제공항 국내선 제1주차장,BP,2279,20분,2077,2024-10-02 19:14:06,202,363,2024-10-02 19:00:00,6
289864,망원1주차장[당산철교북단],BP,128,20분,83,2024-10-02 19:13:47,45,376,2024-10-02 19:00:00,193
289866,양화3주차장[양화선착장앞],BP,393,20분,99,2024-10-02 19:14:18,294,378,2024-10-02 19:00:00,36
289875,양화1주차장[당산철교 하부],BP,88,20분,47,2024-10-02 19:13:51,41,387,2024-10-02 19:00:00,41
289876,양화2주차장[전망카페],BP,20,20분,9,2024-10-02 19:13:50,11,388,2024-10-02 19:00:00,62
289877,볏골공원 지하공영주차장(구),NW,231,20분,305,2024-10-02 19:13:58,-74,389,2024-10-02 19:00:00,361
289885,목동체비지 공영주차장(시),NW,55,20분,80,2024-10-02 19:14:51,-25,397,2024-10-02 19:00:00,288
289894,여의도한강2주차장(마포대교남단),BP,171,20분,223,2024-10-02 19:14:50,-52,406,2024-10-02 19:00:00,212
289897,여의도한강3주차장(서강대교남단),BP,800,20분,252,2024-10-02 19:14:45,548,409,2024-10-02 19:00:00,36
289901,영등포구청별관 공영주차장(구),NW,61,20분,23,2024-10-02 19:14:31,38,413,2024-10-02 19:00:00,6
289911,여의도한강4주차장(여의2교-하부파천교),BP,141,20분,13,2024-10-02 19:14:50,128,423,2024-10-02 19:00:00,18
289915,코레일유통 본사 사옥 주차장,BS,356,20분,200,2024-10-02 19:14:38,156,427,2024-10-02 19:00:00,32
289916,당산근린공원 공영(구),NW,190,20분,157,2024-10-02 19:15:21,33,428,2024-10-02 19:00:00,35
289928,여의도한강공원1주차장(63빌딩앞),BP,462,20분,143,2024-10-02 19:14:57,319,440,2024-10-02 19:00:00,54
289930,여의도 사학연금(TP타워),BS,570,20분,636,2024-10-02 19:15:34,-66,442,2024-10-02 19:00:00,214
289931,영남 공영주차장(시),NW,570,20분,328,2024-10-02 19:15:31,242,443,2024-10-02 19:00:00,19
289939,이촌1주차장[반포대교북단 하류],BP,35,20분,0,2024-10-02 19:15:07,35,451,2024-10-02 19:00:00,47
289940,동작대교 공영주차장(시),NW,88,20분,49,2024-10-02 19:15:31,39,452,2024-10-02 19:00:00,29
289941,이촌2주차장[동작대교 하부],BP,95,20분,52,2024-10-02 19:15:40,43,453,2024-10-02 19:00:00,85
289942,"이촌3, 4주차장",BP,257,20분,116,2024-10-02 19:15:51,141,454,2024-10-02 19:00:00,77
289943,여의도한강5주차장(성모병원앞),BP,217,20분,51,2024-10-02 19:15:37,166,455,2024-10-02 19:00:00,39
289945,신길환승(5호선)(구),NW,88,20분,48,2024-10-02 19:15:42,40,457,2024-10-02 19:00:00,73
289953,누리 공영주차장(구),NW,19,20분,18,2024-10-02 19:14:19,1,465,2024-10-02 19:00:00,40
289959,반포1주차장[반포대교남단 상류],BP,332,20분,266,2024-10-02 19:16:13,66,471,2024-10-02 19:00:00,111
289962,영등포본동제2공영(구),NW,61,20분,60,2024-10-02 19:15:58,1,474,2024-10-02 19:00:00,92
289966,"반포2, 3주차장",BP,315,20분,58,2024-10-02 19:16:09,257,478,2024-10-02 19:00:00,98
289972,도림동 공영주차장(구),NW,26,20분,26,2024-10-02 19:15:36,0,484,2024-10-02 19:00:00,62
289984,대림운동장(구),NW,192,20분,129,2024-10-02 19:16:43,63,497,2024-10-02 19:00:00,4
289985,구로5동마을공동주차장(구),NW,81,20분,69,2024-10-02 19:16:40,12,498,2024-10-02 19:00:00,63
289991,대림1동공영(구),NW,155,20분,130,2024-10-02 19:16:19,25,504,2024-10-02 19:00:00,20
290003,보라매상업 공영주차장(시),NW,64,20분,51,2024-10-02 19:16:52,13,516,2024-10-02 19:00:00,24
290016,구로디지털단지역(상) 공영주차장(시),NW,31,20분,26,2024-10-02 19:16:51,5,529,2024-10-02 19:00:00,25
290019,우림이비지센터,BS,511,20분,220,2024-10-02 19:17:31,291,532,2024-10-02 19:00:00,2
290041,디폴리스 주차장,BS,1044,20분,675,2024-10-02 19:18:00,369,555,2024-10-02 19:00:00,27
290042,백상스타타워2차,BS,101,20분,59,2024-10-02 19:17:53,42,556,2024-10-02 19:00:00,25
290044,사당노외 공영주차장(시),NW,183,20분,169,2024-10-02 19:17:31,14,558,2024-10-02 19:00:00,8
290047,stx V-TOWER 주차장,BS,533,20분,196,2024-10-02 19:18:03,337,561,2024-10-02 19:00:00,2
290052,에이스하이엔드3차 주차장,BS,300,20분,36,2024-10-02 19:18:16,264,566,2024-10-02 19:00:00,27
290056,세이브마트 신림본점 주차장,BS,77,20분,35,2024-10-02 19:17:40,42,570,2024-10-02 19:00:00,10
290078,구파발역 공영주차장(시),NW,399,20분,263,2024-10-02 19:18:51,136,592,2024-10-02 19:00:00,29
290086,강서1주차장[개화나들목 앞],BP,53,20분,20,2024-10-02 19:18:11,33,600,2024-10-02 19:00:00,46
290087,국립현대미술관 서울관,BP,384,20분,118,2024-10-02 19:18:57,266,601,2024-10-02 19:00:00,9
290088,SBS프리즘 타워주차장,BS,196,20분,77,2024-10-02 19:17:38,119,602,2024-10-02 19:00:00,24
290093,트윈트리타워 주차장,BS,266,20분,131,2024-10-02 19:10:02,135,607,2024-10-02 19:00:00,7
290094,경복궁 주차장,BS,266,20분,127,2024-10-02 19:18:42,139,608,2024-10-02 19:00:00,79
290100,개화역 공영주차장(시),NW,483,20분,385,2024-10-02 19:18:51,98,614,2024-10-02 19:00:00,31
290107,어린이대공원(상상나라),BP,394,20분,75,2024-10-02 19:19:28,319,621,2024-10-02 19:00:00,11
290129,공유) 09-06(구),NW,18,20분,14,2024-10-02 19:19:17,4,643,2024-10-02 19:00:00,15
290134,천호1동 주차장(구),NW,188,20분,148,2024-10-02 19:19:55,40,648,2024-10-02 19:20:00,3
290135,"광나루1, 2주차장",BP,168,20분,312,2024-10-02 19:19:55,-144,649,2024-10-02 19:20:00,249
290136,천호유수지 주차장(구),NW,168,20분,103,2024-10-02 19:20:06,65,650,2024-10-02 19:20:00,6
290137,어린이대공원(구의문),BP,335,20분,115,2024-10-02 19:20:02,220,651,2024-10-02 19:20:00,38
290169,고분다리전통시장 주차장(구),NW,26,20분,26,2024-10-02 19:20:46,0,683,2024-10-02 19:20:00,28
290173,광나루3주차장[천호대교 하부],BP,191,20분,0,2024-10-02 19:19:55,191,687,2024-10-02 19:20:00,10
290185,무신사 E1,BS,70,20분,68,2024-10-02 19:20:44,2,699,2024-10-02 19:20:00,8
290195,메가박스 성수점,BS,230,20분,180,2024-10-02 19:20:53,50,708,2024-10-02 19:20:00,1
290200,강동성심병원[본관/웰빙센터 주차장],BS,128,20분,95,2024-10-02 19:21:00,33,714,2024-10-02 19:20:00,43
290209,풍납2(구),NW,81,20분,74,2024-10-02 19:21:05,7,723,2024-10-02 19:20:00,83
290212,자양4동 공영주차장(구),NW,83,20분,83,2024-10-02 19:21:23,0,727,2024-10-02 19:20:00,106
290240,갤러리아백화점 명품관 WEST,BS,177,20분,207,2024-10-02 19:22:15,-30,755,2024-10-02 19:20:00,289
290252,"잠실1, 2, 3, 4주차장",BP,471,20분,680,2024-10-02 19:22:30,-209,767,2024-10-02 19:20:00,94
290274,롯데월드 주차장,BS,3051,20분,1854,2024-10-02 19:20:00,1197,789,2024-10-02 19:20:00,1
290280,코엑스 주차장,BS,2123,20분,1154,2024-10-02 19:20:02,969,795,2024-10-02 19:20:00,16
290287,뉴코아 강남점,BS,610,20분,357,2024-10-02 19:23:12,253,802,2024-10-02 19:20:00,5
290294,오토웨이타워 주차장,BS,338,20분,154,2024-10-02 19:20:01,184,809,2024-10-02 19:20:00,5
290306,헬리오시티상가 주차장,BS,466,20분,326,2024-10-02 19:20:01,140,821,2024-10-02 19:20:00,28
290330,도곡로 327 공영주차장(구),NW,17,20분,17,2024-10-02 19:24:15,0,845,2024-10-02 19:20:00,72
290347,한화생명 서초사옥(드림플러스),BS,128,20분,87,2024-10-02 19:21:46,41,862,2024-10-02 19:20:00,16
290361,일원역 공영주차장(시),NW,67,20분,22,2024-10-02 19:24:51,45,876,2024-10-02 19:20:00,76
290364,논현로32길15 공영주차장(구),NW,16,20분,12,2024-10-02 19:24:55,4,879,2024-10-02 19:20:00,14
290371,밤고개로21길 공영주차장(구),NW,109,20분,31,2024-10-02 19:25:06,78,886,2024-10-02 19:20:00,19
290379,언남문화체육센터 공영주차장(구),NW,190,20분,95,2024-10-02 19:25:15,95,894,2024-10-02 19:20:00,6
170812,도봉산역 공영주차장(시),NW,358,20분,176,2024-10-02 19:26:11,182,0,2024-10-02 19:20:00,13
